1495649728.525433,213
1495649728.637433,205
1495649728.691844,196
1495649728.747399,192
1495649728.798050,179
1495649728.847892,198
1495649728.910463,191
1495649728.959694,192
1495649729.006087,197
1495649729.052399,196
1495649729.101787,183
1495649729.153092,189
1495649729.198680,181
1495649729.249000,178
1495649729.305247,186
1495649729.350341,190
1495649729.394681,189
1495649729.438124,190
1495649729.484356,187
1495649729.529096,171
1495649729.572979,179
1495649729.625901,185
1495649729.673782,186
1495649729.724633,195
1495649729.774818,196
1495649729.821367,175
1495649729.869355,193
1495649729.919663,176
1495649729.967075,194
1495649730.015145,193
1495649730.062545,181
1495649730.111409,198
1495649730.159700,197
1495649730.208773,183
1495649730.262853,189
1495649730.320278,190
1495649730.378409,190
1495649730.434271,190
1495649730.489609,200
1495649730.539553,183
1495649730.598941,185
1495649730.669055,183
1495649730.736019,193
1495649730.798028,197
1495649730.853919,197
1495649730.912230,187
1495649730.969354,192
1495649731.026066,187
1495649731.075542,182
1495649731.124988,185
1495649731.172934,178
1495649731.227008,179
1495649731.283370,183
1495649731.335454,183
1495649731.385346,182
1495649731.439655,180
1495649731.494844,201
1495649731.546632,182
1495649731.599102,185
1495649731.656966,193
1495649731.706731,182
1495649731.763079,183
1495649731.813838,176
1495649731.863068,196
1495649731.923809,183
1495649731.978672,190
1495649732.034483,183
1495649732.086692,180
1495649732.136024,176
1495649732.190231,182
1495649732.239426,184
1495649732.286212,206
1495649732.333106,197
1495649732.382893,185
1495649732.435319,196
1495649732.485770,202
1495649732.538019,188
1495649732.588063,174
1495649732.636549,183
1495649732.685296,186
1495649732.736056,193
1495649732.787563,180
1495649732.839963,180
1495649732.890953,182
1495649732.943077,196
1495649732.995502,185
1495649733.046362,191
1495649733.095432,185
1495649733.150781,187
1495649733.206170,200
1495649733.259834,192
1495649733.305889,186
1495649733.357820,213
1495649733.406917,197
1495649733.457264,187
1495649733.508106,192
1495649733.558592,187
1495649733.608773,192
1495649733.658075,180
1495649733.708677,187
1495649733.761290,185
1495649733.814859,172
1495649733.867945,186
1495649733.920497,194
1495649733.969020,188
1495649734.020089,182
1495649734.067206,198
1495649734.118488,187
1495649734.167124,183
1495649734.217167,184
1495649734.266934,180
1495649734.314306,180
1495649734.360165,189
1495649734.407679,182
1495649734.455377,187
1495649734.502774,180
1495649734.559827,191
1495649734.610792,189
1495649734.657275,183
1495649734.702533,193
1495649734.749441,205
1495649734.795532,183
1495649734.844671,190
1495649734.894876,181
1495649734.953444,196
1495649735.003117,196
1495649735.049217,178
1495649735.097758,180
1495649735.152147,178
1495649735.201132,193
1495649735.253754,200
1495649735.300528,194
1495649735.355284,181
1495649735.405800,179
1495649735.461496,172
1495649735.519039,186
1495649735.567735,171
1495649735.621887,189
1495649735.671851,195
1495649735.724245,191
1495649735.776676,177
1495649735.825006,181
1495649735.879360,189
1495649735.931855,187
1495649735.983734,183
1495649736.034757,177
1495649736.087779,188
1495649736.143684,184
1495649736.210868,197
1495649736.258921,182
1495649736.308536,187
1495649736.361451,196
1495649736.409566,183
1495649736.459584,216
1495649736.511439,192
1495649736.575963,211
1495649736.634630,189
1495649736.696845,185
1495649736.750867,219
1495649736.812935,183
1495649736.871587,192
1495649736.925802,187
1495649736.987933,194
1495649737.044007,176
1495649737.101486,182
1495649737.162708,179
1495649737.223320,175
1495649737.286275,184
1495649737.353629,187
1495649737.415006,179
1495649737.472023,183
1495649737.528949,189
1495649737.586193,199
1495649737.649317,176
1495649737.708800,192
1495649737.765566,183
1495649737.817129,181
1495649737.871457,183
1495649737.927366,187
1495649737.975257,188
1495649738.029407,183
1495649738.084569,190
1495649738.136524,188
1495649738.187217,179
1495649738.239041,175
1495649738.294361,210
1495649738.345409,178
1495649738.398859,189
1495649738.454948,180
1495649738.505347,183
1495649738.564741,197
1495649738.625561,203
1495649738.685431,182
1495649738.742330,199
1495649738.803058,173
1495649738.855889,183
1495649738.908968,201
1495649738.960686,202
1495649739.011826,182
1495649739.066131,188
1495649739.113238,186
1495649739.165423,180
1495649739.213450,182
1495649739.260513,190
1495649739.307464,188
1495649739.352463,199
1495649739.396482,181
1495649739.445637,202
1495649739.502103,197
1495649739.556846,185
1495649739.604588,185
1495649739.654100,173
1495649739.708758,203
1495649739.761896,201
1495649739.815561,200
1495649739.865292,189
1495649739.919044,190
1495649739.971694,185
1495649740.023912,189
1495649740.072113,186
1495649740.124330,191
1495649740.175954,192
1495649740.225322,196
1495649740.274888,189
1495649740.329483,186
1495649740.385217,184
1495649740.437020,173
1495649740.493630,190
1495649740.543687,191
1495649740.593679,192
1495649740.650449,184
1495649740.704515,194
1495649740.759772,181
1495649740.817130,184
1495649740.872583,205
1495649740.934768,193
1495649740.984625,190
1495649741.030768,194
1495649741.077895,176
1495649741.126149,192
1495649741.172575,194
1495649741.219634,181
1495649741.274461,211
1495649741.326147,202
1495649741.378977,189
1495649741.427781,190
1495649741.477075,181
1495649741.524449,185
1495649741.572607,196
1495649741.622809,177
1495649741.688046,197
1495649741.745572,185
1495649741.797838,182
1495649741.857669,185
1495649741.934437,189
1495649741.998783,180
1495649742.049316,200
1495649742.098946,191
1495649742.146358,194
1495649742.198033,191
1495649742.245942,197
1495649742.300632,194
1495649742.359180,189
1495649742.407822,188
1495649742.453133,180
1495649742.501831,187
1495649742.549240,187
1495649742.596956,189
1495649742.646977,196
1495649742.698162,190
1495649742.750862,198
1495649742.806222,194
1495649742.855885,182
1495649742.905650,185
1495649742.957712,180
1495649743.006333,174
1495649743.053279,191
1495649743.113864,174
1495649743.164527,186
1495649743.214333,185
1495649743.265469,190
1495649743.311802,193
1495649743.360905,189
1495649743.408311,183
1495649743.455662,191
1495649743.503744,216
1495649743.551238,203
1495649743.599149,184
1495649743.644768,189
1495649743.693544,196
1495649743.744487,197
1495649743.794518,195
1495649743.840693,179
1495649743.890303,189
1495649743.940978,195
1495649743.988053,174
1495649744.034162,181
1495649744.078564,192
